classification	db_link	observation_name	SC1703-104_TTGCCC-B6TML_L001_R	SC1703-105_CAGTCT-B6TML_L001_R	SC1703-106_TTAAAT-B6TML_L001_R	SC1703-107_AATTGC-B6TML_L001_R	SC1703-108_ACTCGA-B6TML_L001_R	SC1703-109_GTTACC-B6TML_L001_R	SC1703-110_CAGATG-B6TML_L001_R	SC1703-125_TCGCGC-B6TML_L001_R	SC1703-126_TAACTT-B6TML_L001_R	SC1703-127_CTGTAA-B6TML_L001_R	SC1703-128_CCATTG-B6TML_L001_R	SC1703-129_TAGGCT-B6TML_L001_R	SC1703-130_TTCTTG-B6TML_L001_R	SC1703-131_CCGACC-B6TML_L001_R	SC1703-132_TTAGCT-B6TML_L001_R	SC1703-133_CAGAGC-B6TML_L001_R	SC1703-134_AATATG-B6TML_L001_R	SC1703-135_TGAGCA-B6TML_L001_R	SC1703-136_AATCAC-B6TML_L001_R	SC1703-137_GGTAGC-B6TML_L001_R	SC1703-138_CTCTCG-B6TML_L001_R	SC1703-145_AGCGAC-B6TML_L001_R	SC1703-146_GCCAAG-B6TML_L001_R	SC1703-147_AGGTTC-B6TML_L001_R	SC1703-148_TTTTTC-B6TML_L001_R	SC1703-149_GTCGTG-B6TML_L001_R	SC1703-150_GCTATC-B6TML_L001_R	SC1703-151_TATGCG-B6TML_L001_R	SC1703-41_TCGTTC-B6TML_L001_R	SC1703-42_GCGATG-B6TML_L001_R	SC1703-43_ATATAA-B6TML_L001_R	SC1703-44_ATACTG-B6TML_L001_R	SC1703-45_GGAGAG-B6TML_L001_R	SC1703-46_ACGAGA-B6TML_L001_R	SC1703-47_ATTACA-B6TML_L001_R	SC1703-48_TGATTT-B6TML_L001_R	SC1703-49_GGGGTG-B6TML_L001_R	SC1703-50_ACAAAA-B6TML_L001_R	SC1703-51_CTCCAG-B6TML_L001_R	SC1703-52_GGTGTT-B6TML_L001_R	SC1703-53_CGGGAG-B6TML_L001_R	SC1703-54_TGGTAG-B6TML_L001_R	SC1703-62_TGCGGG-B6TML_L001_R	SC1703-63_TCTATG-B6TML_L001_R	SC1703-64_GGACGG-B6TML_L001_R	SC1703-65_AGAGGG-B6TML_L001_R	SC1703-66_ATGAAC-B6TML_L001_R	SC1703-67_TACCTG-B6TML_L001_R	SC1703-68_CTAGAG-B6TML_L001_R	SC1703-83_CTTGCA-B6TML_L001_R	SC1703-84_CATGTT-B6TML_L001_R	SC1703-85_TGGATT-B6TML_L001_R	SC1703-86_AACGCA-B6TML_L001_R	SC1703-87_TTCGAG-B6TML_L001_R	SC1703-88_AAGCTA-B6TML_L001_R	SC1703-89_AGTTTG-B6TML_L001_R	SC1703-90_TCCCCA-B6TML_L001_R	SC1703-91_AACTAG-B6TML_L001_R	SC1703-92_GTTCGC-B6TML_L001_R	SC1703-93_TGCCTT-B6TML_L001_R	SC1703-94_ATAAGA-B6TML_L001_R	SC1703-95_CACACT-B6TML_L001_R	SC1703-96_ACAGTT-B6TML_L001_R
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.12	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.12	EC:5.3.1.12	1130	1665	2365	2684	1390	1101	2878	3159	11413	29716	22152	21329	14942	24875	9323	6930	6626	21690	4038	8899	9959	5140	833	1668	4176	1740	1349	776	3564	2418	4025	7528	3026	4223	5112	3306	6282	4358	2330	1849	2018	3398	870	1850	1604	695	1458	1598	2543	5048	3957	3257	12125	5990	3143	5145	7372	10297	15282	7767	10026	10640	8718
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.13	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.13	EC:5.3.1.13	1446	2487	3084	4171	2176	1023	3936	548	2151	2497	2589	2165	1184	3044	10002	3820	5896	4214	10937	4537	6163	1508	2009	307	1436	770	1638	523	4164	2856	7441	5915	2810	8573	4262	6919	4396	9470	2678	5787	3845	1040	2932	4432	4466	2046	4279	4482	4889	3764	4218	2655	5209	4628	2696	2342	15938	8209	4974	8985	4804	4632	6721
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.14	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.14	EC:5.3.1.14	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.16	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.16	EC:5.3.1.16	7444	14356	13488	18162	8977	5149	10684	6503	19161	33092	30327	33560	15313	32884	20303	13701	16048	29352	23520	16372	24153	8716	5709	6346	9920	4960	8533	4667	10195	4606	10858	10294	10394	5944	16592	19680	14366	9904	15836	19081	13477	17927	11798	13064	10154	12280	17694	9887	15481	9608	9633	19160	12967	20322	10093	11238	33592	31618	31926	28051	22358	27338	23108
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.17	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.17	EC:5.3.1.17	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.22	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.22	EC:5.3.1.22	432	1984	2698	3345	1681	622	1788	3230	8586	1680	8616	11372	788	7850	8064	4838	4132	3644	8306	5476	7346	448	1860	298	698	548	738	154	7406	2399	7760	5489	8100	7054	12205	8500	6408	6249	8140	6904	4284	5505	929	3240	1434	942	1948	2252	1124	6075	6206	13284	3467	15917	6560	6802	8890	15076	6855	17926	11854	13341	10248
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.23	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.23	EC:5.3.1.23	1783	3120	3706	4636	2258	1390	1672	7102	15195	7616	15796	21919	1912	14630	8965	6932	8112	7093	17422	8778	11544	846	2600	643	1149	354	1058	1156	11458	2218	9867	6930	12934	3234	21500	19398	11682	4611	19466	19217	12554	19062	2034	4688	2111	1864	5828	1794	1592	9292	9834	27794	3410	28352	12344	14192	20767	29936	18370	32314	21728	27352	19977
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.24	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.24	EC:5.3.1.24	7020	12863	11620	16378	8186	4396	9922	2057	3641	3318	3933	2533	2318	3478	15983	10091	11879	25526	14973	11566	18243	8614	4742	6161	9482	4865	8279	4583	3371	2883	3796	4936	3694	4059	4466	11037	7264	7946	7603	11851	8052	7847	11188	10738	9394	11506	16528	9074	14582	3914	3210	2905	4248	4832	2529	2300	23198	16037	19736	11859	11229	11924	12374
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.25	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.25	EC:5.3.1.25	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.28	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.28	EC:5.3.1.28	3238	4417	3930	5205	2304	1927	6210	1903	3448	3059	3690	1851	2241	3114	14332	7704	14576	27744	22227	10859	13958	7066	1378	1836	5346	1792	2971	1562	3007	2158	3756	4897	2966	3711	4244	12652	8482	9014	5003	9808	6868	4073	4264	4494	7334	2886	5321	4772	9136	3745	2195	2707	3770	4558	2206	1990	36010	17434	18552	12071	11450	10998	14936
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.30	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.30	EC:5.3.1.30	641	2778	3181	3250	1336	1034	1106	6803	14811	4550	14834	20318	1677	12859	6669	6234	7049	6608	15555	8264	10346	189	1734	342	634	158	458	155	9821	1255	5887	5749	12533	3214	19607	15708	9442	3147	14939	12017	7310	10525	808	3783	1226	1198	1742	1258	1169	8570	8616	23683	3228	27207	10532	13671	18745	27217	12406	29503	20529	22267	18046
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.31	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.31	EC:5.3.1.31	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.4	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.4	EC:5.3.1.4	942	1481	1842	2413	1200	703	2518	1877	3422	3029	3620	1833	2193	3072	9000	6248	5762	21102	3199	7665	9212	5128	634	1642	3952	1708	1299	764	3005	2154	3744	4881	2954	3697	4236	2284	5670	4256	2061	1478	1636	3127	512	980	1308	346	871	1230	1916	3663	2155	2643	3618	4490	2162	1968	5478	8344	13392	6109	8644	9722	7292
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.5	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.5	EC:5.3.1.5	1240	678	1198	2292	1460	486	1256	187	728	831	865	724	390	1010	3917	1577	1394	592	1991	1436	2117	835	1412	370	752	439	867	1043	1390	952	2480	1990	938	2860	1428	3990	1161	3494	4300	6705	4075	4044	1552	1796	1370	924	4770	1439	849	1246	1404	879	1726	1540	897	786	2188	2946	1722	4202	2172	2600	1904
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.6	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.6	EC:5.3.1.6	7543	14696	14168	19088	9518	5286	11380	6681	19874	33919	31178	34278	15700	33892	22748	14732	16544	29649	23994	17352	25416	8896	6255	6416	10166	5202	8800	4708	11583	5558	13336	12264	11329	8799	18011	20258	15362	12267	16238	19622	13887	18116	12150	13956	10639	12539	18378	10790	15907	10850	11032	20034	14678	21854	10984	12016	33816	32839	32724	30052	23492	28670	24074
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.8	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.8	EC:5.3.1.8	1414	846	1702	2552	1600	824	1572	1242	1219	5331	1871	1172	2037	2201	4240	2259	2165	1102	2830	2668	2825	846	1610	396	976	471	917	1054	1949	1215	2761	4636	1008	3386	2304	5012	1773	3598	4569	7076	4457	4315	1910	2665	1666	1272	5356	1807	1476	2630	3204	1492	4864	3040	1875	3960	4049	4897	3610	5857	3527	3510	3320
Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;EC:5.3.1.9	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.1.9	EC:5.3.1.9	7794	14692	14498	18682	9257	5825	11316	8613	20143	42092	32339	34456	18607	35266	20949	15065	17590	30372	25198	18836	25569	8738	6105	6398	10368	5024	8633	4689	11313	5132	11420	15588	10536	6996	18342	21724	15590	10110	16374	19823	14241	18469	12514	14802	10746	12976	18866	10623	16735	12376	13233	20386	19243	23320	12049	17588	37314	35520	35702	31361	25068	29160	25940
Isomerases;Intramolecular oxidoreductases;Interconverting keto- and enol-groups;EC:5.3.2.6	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.2.6	EC:5.3.2.6	2396	3276	2768	3717	1646	1361	4388	204	739	857	921	737	435	1050	7777	2487	9310	6940	19502	4174	6009	2118	1290	264	1640	326	1939	839	1390	956	2490	1985	946	2869	1428	10946	3808	7122	3344	8871	5642	1135	4104	4406	6510	2799	5135	4446	7646	1323	1439	938	1863	1600	935	799	30756	10311	5958	7963	3940	2608	8610
Isomerases;Intramolecular oxidoreductases;Transposing C=C bonds;EC:5.3.3.14	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.3.14	EC:5.3.3.14	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Isomerases;Intramolecular oxidoreductases;Transposing C=C bonds;EC:5.3.3.18	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.3.18	EC:5.3.3.18	332	1645	2018	2420	1140	485	1092	3052	7873	852	7765	10654	402	6842	5618	3807	3636	3346	7832	4496	6082	269	1314	228	452	306	471	113	6019	1448	5281	3520	7166	4199	10786	7921	5412	3886	7737	6364	3874	5316	577	2348	950	684	1263	1348	697	4834	4807	12409	1756	14386	5668	6025	8666	13854	6057	15925	10720	12010	9281
Isomerases;Intramolecular oxidoreductases;Transposing C=C bonds;EC:5.3.3.2	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.3.2	EC:5.3.3.2	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Isomerases;Intramolecular oxidoreductases;Transposing C=C bonds;EC:5.3.3.3	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.3.3	EC:5.3.3.3	832	2966	3711	3540	1529	1439	1473	8375	23171	34299	34314	41410	14657	36431	7816	7068	8079	7385	16744	9555	11437	202	1933	369	867	190	508	167	12014	2482	10146	9557	13002	3755	22367	17008	12129	3583	15837	13424	9271	15478	1192	4652	1522	1547	2330	1626	1797	10672	11631	28403	11902	29843	13319	17361	20697	30165	19337	31771	22071	27003	20465
Isomerases;Intramolecular oxidoreductases;Transposing C=C bonds;EC:5.3.3.8	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.3.8	EC:5.3.3.8	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Isomerases;Intramolecular oxidoreductases;Transposing S-S bonds;EC:5.3.4.1	https://www.genome.jp/dbget-bin/www_bget?EC:5.3.4.1	EC:5.3.4.1	1248	1808	1724	2321	1094	749	2542	191	726	842	886	728	411	1029	5111	1759	4904	3618	9988	2577	3636	1149	918	167	944	284	1103	440	1389	954	2484	1977	940	2862	1424	5762	2402	4742	1873	4706	3026	662	2228	2648	3498	1529	2910	2674	4036	1282	1419	906	1787	1566	913	788	15490	5766	3378	4982	2536	1970	4788
Isomerases;Intramolecular transferases;Phosphotransferases (phosphomutases);EC:5.4.2.10	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.2.10	EC:5.4.2.10	7543	14696	14168	19088	9518	5286	11380	6681	19874	33919	31178	34278	15700	33892	22748	14732	16544	29649	23994	17352	25416	8896	6255	6416	10166	5202	8800	4708	11583	5558	13336	12264	11329	8799	18011	20258	15362	12267	16238	19622	13887	18116	12150	13956	10639	12539	18378	10790	15907	10850	11032	20034	14678	21854	10984	12016	33816	32839	32724	30052	23492	28670	24074
Isomerases;Intramolecular transferases;Phosphotransferases (phosphomutases);EC:5.4.2.11	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.2.11	EC:5.4.2.11	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Isomerases;Intramolecular transferases;Phosphotransferases (phosphomutases);EC:5.4.2.12	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.2.12	EC:5.4.2.12	22963	46946	45102	60570	29942	15845	30117	19355	56782	98455	90138	99990	45518	97622	55800	40962	39122	81673	51490	45844	71842	25538	18594	22160	31725	17214	28263	15265	29201	12870	30088	28902	30241	14964	48358	48201	39294	22593	44186	48384	34877	52662	37108	35396	25151	39045	54124	27454	44703	27540	28056	56570	37124	59386	29380	32934	70244	85696	92384	76578	63218	79571	60970
Isomerases;Intramolecular transferases;Phosphotransferases (phosphomutases);EC:5.4.2.2	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.2.2	EC:5.4.2.2	7444	14356	13488	18162	8977	5149	10684	6503	19161	33092	30327	33560	15313	32884	20303	13701	16048	29352	23520	16372	24153	8716	5709	6346	9920	4960	8533	4667	10195	4606	10858	10294	10394	5944	16592	19680	14366	9904	15836	19081	13477	17927	11798	13064	10154	12280	17694	9887	15481	9608	9633	19160	12967	20322	10093	11238	33592	31618	31926	28051	22358	27338	23108
Isomerases;Intramolecular transferases;Phosphotransferases (phosphomutases);EC:5.4.2.6	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.2.6	EC:5.4.2.6	175	168	505	260	140	338	316	1055	491	4500	1006	448	1647	1191	323	682	771	510	839	1232	708	11	198	26	224	32	50	11	559	263	281	2647	71	526	875	1022	612	103	269	371	382	271	358	869	296	348	586	368	627	1384	1800	613	3138	1499	978	3175	1861	1951	1888	1655	1355	911	1416
Isomerases;Intramolecular transferases;Phosphotransferases (phosphomutases);EC:5.4.2.7	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.2.7	EC:5.4.2.7	5872	11395	10576	14982	7634	3784	8076	2044	3628	3303	3898	2524	2294	3457	13317	9363	7472	22204	5459	9968	15870	7645	4370	6064	8784	4823	7443	4184	3370	2881	3790	4928	3688	4052	4462	5853	5858	5566	6132	7686	5436	7374	9312	8981	6380	10236	14303	7303	10972	3872	3190	2873	4172	4798	2507	2290	7932	11492	17156	8878	9826	11286	8552
Isomerases;Intramolecular transferases;Phosphotransferases (phosphomutases);EC:5.4.2.8	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.2.8	EC:5.4.2.8	2562	2314	2746	3948	2152	1436	3418	1255	1232	5346	1906	1181	2061	2222	6906	2987	6572	4424	12344	4266	5198	1815	1982	493	1674	513	1753	1453	1950	1217	2767	4644	1014	3393	2308	10196	3179	5976	6040	11241	7073	4788	3786	4422	4678	2542	7581	3578	5086	2670	3224	1524	4940	3074	1897	3972	19315	9442	6190	8838	4930	4148	7142
Isomerases;Intramolecular transferases;Transferring amino groups;EC:5.4.3.2	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.3.2	EC:5.4.3.2	350	336	1010	520	280	676	632	2110	982	9000	2012	896	3294	2382	646	1364	1542	1020	1678	2464	1416	22	396	52	448	64	100	22	1118	526	562	5294	142	1052	1750	2044	1224	206	538	742	764	542	716	1738	592	696	1172	736	1254	2768	3600	1226	6276	2998	1956	6350	3722	3902	3776	3310	2710	1822	2832
Isomerases;Intramolecular transferases;Transferring amino groups;EC:5.4.3.3	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.3.3	EC:5.4.3.3	350	336	1010	520	280	676	632	2110	982	9000	2012	896	3294	2382	646	1364	1542	1020	1678	2464	1416	22	396	52	448	64	100	22	1118	526	562	5294	142	1052	1750	2044	1224	206	538	742	764	542	716	1738	592	696	1172	736	1254	2768	3600	1226	6276	2998	1956	6350	3722	3902	3776	3310	2710	1822	2832
Isomerases;Intramolecular transferases;Transferring amino groups;EC:5.4.3.5	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.3.5	EC:5.4.3.5	525	504	1515	780	420	1014	948	3165	1473	13500	3018	1344	4941	3573	969	2046	2313	1530	2517	3696	2124	33	594	78	672	96	150	33	1677	789	843	7941	213	1578	2625	3066	1836	309	807	1113	1146	813	1074	2607	888	1044	1758	1104	1881	4152	5400	1839	9414	4497	2934	9525	5583	5853	5664	4965	4065	2733	4248
Isomerases;Intramolecular transferases;Transferring amino groups;EC:5.4.3.8	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.3.8	EC:5.4.3.8	3418	3471	3926	5446	2860	2062	5284	3181	11441	29735	22201	21343	14969	24898	13461	8204	11931	25306	15069	10952	13186	6764	2071	2065	5378	1979	2785	2177	3567	2420	4033	7556	3034	4235	5126	11902	7853	7868	7699	12178	8299	7726	3946	4511	5502	2630	7768	3904	6576	5094	3982	3294	12216	6034	3171	5164	24602	16567	18786	12949	12467	12546	13478
Isomerases;Intramolecular transferases;Transferring hydroxy groups;EC:5.4.4.2	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.4.2	EC:5.4.4.2	298	1019	2040	2775	1624	411	2090	535	2138	2482	2554	2156	1160	3023	7336	3092	1490	892	1423	2940	3790	539	1637	210	740	728	802	124	4163	2854	7435	5907	2804	8566	4258	1735	2990	7090	1207	1622	1229	567	1056	2674	1454	776	2054	2710	1279	3723	4198	2623	5133	4594	2674	2331	672	3664	2394	6004	3400	3994	2899
Isomerases;Intramolecular transferases;Transferring other groups;EC:5.4.99.1	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.1	EC:5.4.99.1	199	680	1360	1850	1083	274	1393	356	1426	1654	1702	1438	774	2016	4890	2062	993	595	948	1960	2526	360	1092	140	493	485	534	82	2776	1903	4956	3938	1869	5710	2839	1156	1993	4727	804	1082	820	378	704	1783	969	518	1370	1807	852	2482	2798	1748	3422	3063	1782	1554	448	2442	1596	4002	2267	2663	1932
Isomerases;Intramolecular transferases;Transferring other groups;EC:5.4.99.12	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.12	EC:5.4.99.12	15866	34649	31084	42054	20666	11179	22502	8518	22252	35834	33624	36046	17315	35714	32548	24056	22939	51770	27731	26752	43710	17388	11537	16162	22278	12262	20653	10226	12538	7262	12212	13258	13876	7486	19840	21700	19086	12156	17841	20106	14973	21649	27158	27345	19352	30817	36574	21289	34237	12440	12449	21379	15952	23880	12042	13056	39826	41587	50200	33295	30156	36322	30078
Isomerases;Intramolecular transferases;Transferring other groups;EC:5.4.99.18	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.18	EC:5.4.99.18	7444	14356	13488	18162	8977	5149	10684	6503	19161	33092	30327	33560	15313	32884	20303	13701	16048	29352	23520	16372	24153	8716	5709	6346	9920	4960	8533	4667	10195	4606	10858	10294	10394	5944	16592	19680	14366	9904	15836	19081	13477	17927	11798	13064	10154	12280	17694	9887	15481	9608	9633	19160	12967	20322	10093	11238	33592	31618	31926	28051	22358	27338	23108
Isomerases;Intramolecular transferases;Transferring other groups;EC:5.4.99.19	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.19	EC:5.4.99.19	7058	15309	13256	18170	9284	5510	11380	6597	19300	33310	30478	34190	15374	33227	17814	13195	12166	26280	14317	15722	22191	8102	5451	6985	9942	5175	8637	4582	10552	5324	10893	10308	11116	6285	16792	14545	12978	7700	14517	14947	10909	17830	11702	17793	10130	15232	18639	11415	14597	9734	10047	19326	13344	20570	10375	11522	18592	27342	29620	25249	21016	26834	19352
Isomerases;Intramolecular transferases;Transferring other groups;EC:5.4.99.2	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.2	EC:5.4.99.2	450	676	1690	1445	822	813	1328	2288	1695	9827	2863	1615	3681	3390	3091	2395	2038	1318	2152	3444	2679	202	942	122	694	306	367	63	2506	1478	3040	7263	1076	3907	3170	2622	2220	2570	940	1283	1174	731	1068	2630	1076	955	1857	1640	1680	4009	4999	2100	7987	4530	2847	7127	3946	5123	4574	5311	3844	3154	3798
Isomerases;Intramolecular transferases;Transferring other groups;EC:5.4.99.20	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.20	EC:5.4.99.20	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Isomerases;Intramolecular transferases;Transferring other groups;EC:5.4.99.21	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.21	EC:5.4.99.21	4906	11225	10564	13875	6856	3773	7832	3090	4104	7799	4890	2967	3938	4646	12168	9499	7346	22420	4781	10744	15724	7001	3702	5790	8502	4658	6893	3193	3927	3144	4069	7554	3756	4573	5328	3463	6306	4538	2503	1893	2153	3790	8470	8946	5792	9919	10804	7136	11176	5252	4985	3481	7295	6288	3479	5456	7829	11718	18120	8332	10142	10930	9030
Isomerases;Intramolecular transferases;Transferring other groups;EC:5.4.99.22	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.22	EC:5.4.99.22	2812	3639	4110	5472	2803	1851	3864	4646	16261	30620	27294	31760	13409	30437	10903	5915	9970	7740	20052	7840	10400	1906	2751	652	1888	576	1957	1526	8215	2677	9548	7356	7644	4752	13558	17817	9669	7832	14004	18100	12116	14597	4038	5879	5144	2968	8161	4023	5358	6982	7847	17166	10521	17064	8483	9734	27848	23072	16492	23375	14704	18652	16460
Isomerases;Intramolecular transferases;Transferring other groups;EC:5.4.99.23	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.23	EC:5.4.99.23	21708	40895	37238	50852	25057	14420	29896	14706	40537	67847	62885	68215	32171	67231	51699	35431	42982	83634	61065	42350	64022	25687	15069	18713	28828	14300	24810	13834	20986	10192	20556	21586	22614	10236	34810	49240	34003	23026	38471	48931	34187	43323	34080	35083	28734	35549	50546	27041	44691	20648	19678	39477	26760	42414	20933	23224	89934	76830	81990	63958	53678	63938	56658
Isomerases;Intramolecular transferases;Transferring other groups;EC:5.4.99.24	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.24	EC:5.4.99.24	6296	12888	12444	16766	8425	4537	8838	6490	19148	33077	30292	33551	15289	32863	17637	12973	11641	26030	14006	14776	21780	7747	5337	6249	9222	4918	7697	4268	10194	4604	10852	10286	10388	5937	16588	14496	12960	7524	14365	14916	10861	17454	9922	11307	7142	11010	15469	8116	11871	9568	9613	19128	12891	20288	10071	11228	18326	27073	29346	25070	20955	26700	19286
Isomerases;Intramolecular transferases;Transferring other groups;EC:5.4.99.25	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.25	EC:5.4.99.25	6296	12888	12444	16766	8425	4537	8838	6490	19148	33077	30292	33551	15289	32863	17637	12973	11641	26030	14006	14776	21780	7747	5337	6249	9222	4918	7697	4268	10194	4604	10852	10286	10388	5937	16588	14496	12960	7524	14365	14916	10861	17454	9922	11307	7142	11010	15469	8116	11871	9568	9613	19128	12891	20288	10071	11228	18326	27073	29346	25070	20955	26700	19286
